year,month,date_of_month,day_of_week,births
1978,7,26,3,10111
1978,7,27,4,10206
1978,7,28,5,10324
1978,7,29,6,8695
1978,7,30,7,8494
1978,7,31,1,9902
1978,8,1,2,10164
1978,8,2,3,9838
1978,8,3,4,10144
1978,8,4,5,10063
1978,8,5,6,8757
1978,8,6,7,8456
1978,8,7,1,10219
1978,8,8,2,10460
1978,8,9,3,10163
1978,8,10,4,10307
1978,8,11,5,10184
1978,8,12,6,8966
1978,8,13,7,8547
1978,8,14,1,10145
1978,8,15,2,10520
1978,8,16,3,10072
1978,8,17,4,10400
1978,8,18,5,10377
1978,8,19,6,8927
1978,8,20,7,8493
1978,8,21,1,9987
1978,8,22,2,10241
1978,8,23,3,9914
1978,8,24,4,10168
1978,8,25,5,10186
1978,8,26,6,8802
1978,8,27,7,8471
1978,8,28,1,10016
1978,8,29,2,10400
1978,8,30,3,10081
1978,8,31,4,9866
1978,9,1,5,10133
1978,9,2,6,8591
1978,9,3,7,8366
1978,9,4,1,8492
1978,9,5,2,10044
1978,9,6,3,10720
1978,9,7,4,10309
1978,9,8,5,10384
1978,9,9,6,9035
1978,9,10,7,8650
1978,9,11,1,10165
1978,9,12,2,10439
1978,9,13,3,10170
1978,9,14,4,10279
1978,9,15,5,10283
1978,9,16,6,9187
1978,9,17,7,8725
1978,9,18,1,10324
1978,9,19,2,10728
1978,9,20,3,10504
1978,9,21,4,10518
1978,9,22,5,10370
1978,9,23,6,8751
1978,9,24,7,8661
1978,9,25,1,10434
1978,9,26,2,10518
1978,9,27,3,10359
1978,9,28,4,10198
1978,9,29,5,10386
1978,9,30,6,8663
1978,10,1,7,8701
1978,10,2,1,9949
1978,10,3,2,10388
1978,10,4,3,9945
1978,10,5,4,9964
1978,10,6,5,10066
1978,10,7,6,8623
1978,10,8,7,8391
1978,10,9,1,9784
1978,10,10,2,10361
1978,10,11,3,9893
1978,10,12,4,9834
1978,10,13,5,9777
1978,10,14,6,8566
1978,10,15,7,7890
1978,10,16,1,9547
1978,10,17,2,9956
1978,10,18,3,9409
1978,10,19,4,9514
1978,10,20,5,9644
1978,10,21,6,8423
1978,10,22,7,7949
1978,10,23,1,9436
1978,10,24,2,9588
1978,10,25,3,9338
1978,10,26,4,9515
1978,10,27,5,9551
1978,10,28,6,8425
1978,10,29,7,8168
1978,10,30,1,9472
1978,10,31,2,9349
1978,11,1,3,9340
1978,11,2,4,9261
1978,11,3,5,9787
1978,11,4,6,8263
1978,11,5,7,8027
1978,11,6,1,9526
1978,11,7,2,9789
1978,11,8,3,9524
1978,11,9,4,9622
1978,11,10,5,9673
1978,11,11,6,8367
1978,11,12,7,7986
1978,11,13,1,9629
1978,11,14,2,10031
1978,11,15,3,9551
1978,11,16,4,9578
1978,11,17,5,9856
1978,11,18,6,8445
1978,11,19,7,7877
1978,11,20,1,9603
1978,11,21,2,9961
1978,11,22,3,9566
1978,11,23,4,7926
1978,11,24,5,9053
1978,11,25,6,8290
1978,11,26,7,8081
1978,11,27,1,9835
1978,11,28,2,9826
1978,11,29,3,9452
1978,11,30,4,9410
1978,12,1,5,9614
1978,12,2,6,8544
1978,12,3,7,8211
1978,12,4,1,9779
1978,12,5,2,9895
1978,12,6,3,9419
1978,12,7,4,9497
1978,12,8,5,9417
1978,12,9,6,8347
1978,12,10,7,8104
1978,12,11,1,9697
1978,12,12,2,10072
1978,12,13,3,9532
1978,12,14,4,9539
1978,12,15,5,9963
1978,12,16,6,8522
1978,12,17,7,8186
1978,12,18,1,10213
1978,12,19,2,10617
1978,12,20,3,10005
1978,12,21,4,9418
1978,12,22,5,9028
1978,12,23,6,7952
1978,12,24,7,7974
1978,12,25,1,7860
1978,12,26,2,8911
1978,12,27,3,9924
1978,12,28,4,10190
1978,12,29,5,10413
1978,12,30,6,8487
1978,12,31,7,8038
1979,1,1,1,8221
1979,1,2,2,8855
1979,1,3,3,9351
1979,1,4,4,9429
1979,1,5,5,9586
1979,1,6,6,8570
1979,1,7,7,8013
1979,1,8,1,9524
1979,1,9,2,9310
1979,1,10,3,9416
1979,1,11,4,9409
1979,1,12,5,9670
1979,1,13,6,8649
1979,1,14,7,8173
1979,1,15,1,9554
1979,1,16,2,9805
1979,1,17,3,9513
1979,1,18,4,9495
1979,1,19,5,9875
1979,1,20,6,8478
1979,1,21,7,8019
1979,1,22,1,9705
1979,1,23,2,9794
1979,1,24,3,9556
1979,1,25,4,9656
1979,1,26,5,9809
1979,1,27,6,8372
1979,1,28,7,8235
1979,1,29,1,9732
1979,1,30,2,9520
1979,1,31,3,9576
1979,2,1,4,9335
1979,2,2,5,9895
1979,2,3,6,8588
1979,2,4,7,8193
1979,2,5,1,9562
1979,2,6,2,9835
1979,2,7,3,9642
1979,2,8,4,9577
1979,2,9,5,9675
1979,2,10,6,8576
1979,2,11,7,8194
1979,2,12,1,9663
1979,2,13,2,9663
1979,2,14,3,10038
1979,2,15,4,9725
1979,2,16,5,9823
1979,2,17,6,8416
1979,2,18,7,8195
1979,2,19,1,9279
1979,2,20,2,10052
1979,2,21,3,9776
1979,2,22,4,9697
1979,2,23,5,10100
1979,2,24,6,8625
1979,2,25,7,8259
1979,2,26,1,9567
1979,2,27,2,9751
1979,2,28,3,9662
1979,3,1,4,9814
1979,3,2,5,9753
1979,3,3,6,8731
1979,3,4,7,8228
1979,3,5,1,9697
1979,3,6,2,9667
1979,3,7,3,9603
1979,3,8,4,9779
1979,3,9,5,9817
1979,3,10,6,8531
1979,3,11,7,7930
1979,3,12,1,9624
1979,3,13,2,9569
1979,3,14,3,9629
1979,3,15,4,9550
1979,3,16,5,9676
1979,3,17,6,8533
1979,3,18,7,8191
1979,3,19,1,9701
1979,3,20,2,10110
1979,3,21,3,9704
1979,3,22,4,9597
1979,3,23,5,9779
1979,3,24,6,8563
1979,3,25,7,8056
1979,3,26,1,9514
1979,3,27,2,9937
1979,3,28,3,9825
1979,3,29,4,9622
1979,3,30,5,9856
1979,3,31,6,8472
1979,4,1,7,8126
1979,4,2,1,9406
1979,4,3,2,9592
1979,4,4,3,9527
1979,4,5,4,9517
1979,4,6,5,9605
1979,4,7,6,8130
1979,4,8,7,7841
1979,4,9,1,9647
1979,4,10,2,9689
1979,4,11,3,9500
1979,4,12,4,9592
1979,4,13,5,9070
1979,4,14,6,8207
1979,4,15,7,7615
1979,4,16,1,9349
1979,4,17,2,9777
1979,4,18,3,9495
1979,4,19,4,9248
1979,4,20,5,9629
1979,4,21,6,8197
1979,4,22,7,7921
1979,4,23,1,9534
1979,4,24,2,9842
1979,4,25,3,9635
1979,4,26,4,9335
1979,4,27,5,9564
1979,4,28,6,7953
1979,4,29,7,7497
1979,4,30,1,9518
1979,5,1,2,10096
1979,5,2,3,9618
1979,5,3,4,9555
1979,5,4,5,9583
1979,5,5,6,8164
1979,5,6,7,7909
1979,5,7,1,9752
1979,5,8,2,10007
1979,5,9,3,9722
1979,5,10,4,9778
1979,5,11,5,9854
1979,5,12,6,8274
1979,5,13,7,8069
1979,5,14,1,9482
1979,5,15,2,9779
1979,5,16,3,9539
1979,5,17,4,9401
1979,5,18,5,9538
1979,5,19,6,8350
1979,5,20,7,8081
1979,5,21,1,9737
1979,5,22,2,9772
1979,5,23,3,9781
1979,5,24,4,9745
1979,5,25,5,9858
1979,5,26,6,8364
1979,5,27,7,7945
1979,5,28,1,8394
1979,5,29,2,9835
1979,5,30,3,9854
1979,5,31,4,9723
1979,6,1,5,9887
1979,6,2,6,8549
1979,6,3,7,8190
1979,6,4,1,9771
1979,6,5,2,9851
1979,6,6,3,9841
1979,6,7,4,9722
1979,6,8,5,9589
1979,6,9,6,8331
1979,6,10,7,8309
1979,6,11,1,9603
1979,6,12,2,9820
1979,6,13,3,9546
1979,6,14,4,9798
1979,6,15,5,9815
1979,6,16,6,8661
1979,6,17,7,8175
1979,6,18,1,9732
1979,6,19,2,10014
1979,6,20,3,10091
1979,6,21,4,9768
1979,6,22,5,10007
1979,6,23,6,8485
1979,6,24,7,8132
1979,6,25,1,9572
1979,6,26,2,10116
1979,6,27,3,10081
1979,6,28,4,10086
1979,6,29,5,10253
1979,6,30,6,8923
1979,7,1,7,8563
1979,7,2,1,10075
1979,7,3,2,10516
1979,7,4,3,8708
1979,7,5,4,9946
1979,7,6,5,10353
1979,7,7,6,9017
1979,7,8,7,8624
1979,7,9,1,10555
1979,7,10,2,10793
1979,7,11,3,10368
1979,7,12,4,10729
1979,7,13,5,10710
1979,7,14,6,9344
1979,7,15,7,9012
1979,7,16,1,10481
1979,7,17,2,10827
1979,7,18,3,10531
1979,7,19,4,10456
1979,7,20,5,10668
1979,7,21,6,9148
1979,7,22,7,8873
1979,7,23,1,10605
1979,7,24,2,10851
1979,7,25,3,10737
1979,7,26,4,10663
1979,7,27,5,10800
1979,7,28,6,9418
1979,7,29,7,8894
1979,7,30,1,10534
1979,7,31,2,10842
1979,8,1,3,10876
1979,8,2,4,10692
1979,8,3,5,10797
1979,8,4,6,9427
1979,8,5,7,8887
1979,8,6,1,10653
1979,8,7,2,10853
1979,8,8,3,10830
1979,8,9,4,10570
1979,8,10,5,10834
1979,8,11,6,9286
1979,8,12,7,8721
1979,8,13,1,10096
1979,8,14,2,10934
1979,8,15,3,10490
1979,8,16,4,10386
1979,8,17,5,10398
1979,8,18,6,9241
1979,8,19,7,9196
1979,8,20,1,10660
1979,8,21,2,10910
1979,8,22,3,10565
1979,8,23,4,10700
1979,8,24,5,10571
1979,8,25,6,9325
1979,8,26,7,8924
1979,8,27,1,10577
1979,8,28,2,11049
1979,8,29,3,10534
1979,8,30,4,10646
1979,8,31,5,10873
1979,9,1,6,9124
1979,9,2,7,8738
1979,9,3,1,8991
1979,9,4,2,10494
1979,9,5,3,11026
1979,9,6,4,10796
1979,9,7,5,10741
1979,9,8,6,9160
1979,9,9,7,8970
1979,9,10,1,10577
1979,9,11,2,11081
1979,9,12,3,10598
1979,9,13,4,10685
1979,9,14,5,10994
1979,9,15,6,9368
1979,9,16,7,9225
1979,9,17,1,10804
1979,9,18,2,11185
1979,9,19,3,11043
1979,9,20,4,10699
1979,9,21,5,10911
1979,9,22,6,9383
1979,9,23,7,9141
1979,9,24,1,10954
1979,9,25,2,11061
1979,9,26,3,10807
1979,9,27,4,11013
1979,9,28,5,10915
1979,9,29,6,9542
1979,9,30,7,9112
1979,10,1,1,10475
1979,10,2,2,10911
1979,10,3,3,10597
1979,10,4,4,10314
1979,10,5,5,10600
1979,10,6,6,9138
1979,10,7,7,8618
1979,10,8,1,10043
1979,10,9,2,10350
1979,10,10,3,10199
1979,10,11,4,10106
1979,10,12,5,10421
1979,10,13,6,8964
1979,10,14,7,8482
1979,10,15,1,10164
1979,10,16,2,10256
1979,10,17,3,10007
1979,10,18,4,9774
1979,10,19,5,10233
1979,10,20,6,8691
1979,10,21,7,8654
1979,10,22,1,10246
1979,10,23,2,10197
1979,10,24,3,9984
1979,10,25,4,9906
1979,10,26,5,9987
1979,10,27,6,8573
1979,10,28,7,8598
1979,10,29,1,9920
1979,10,30,2,10502
1979,10,31,3,9684
1979,11,1,4,9919
1979,11,2,5,10174
1979,11,3,6,8630
1979,11,4,7,8252
1979,11,5,1,10056
1979,11,6,2,10276
1979,11,7,3,9966
1979,11,8,4,10108
1979,11,9,5,10102
1979,11,10,6,8799
1979,11,11,7,8760
1979,11,12,1,9894
1979,11,13,2,10451
1979,11,14,3,10150
1979,11,15,4,10181
1979,11,16,5,10272
1979,11,17,6,8696
1979,11,18,7,8399
1979,11,19,1,10355
1979,11,20,2,10765
1979,11,21,3,10043
1979,11,22,4,8164
1979,11,23,5,9480
1979,11,24,6,8774
1979,11,25,7,8342
1979,11,26,1,10009
1979,11,27,2,10274
1979,11,28,3,9988
1979,11,29,4,9720
1979,11,30,5,9758
1979,12,1,6,8343
1979,12,2,7,8430
1979,12,3,1,9642
1979,12,4,2,10282
1979,12,5,3,9932
1979,12,6,4,10021
1979,12,7,5,9869
1979,12,8,6,8709
1979,12,9,7,8213
1979,12,10,1,9932
1979,12,11,2,10308
1979,12,12,3,10050
1979,12,13,4,9700
1979,12,14,5,9944
1979,12,15,6,8473
1979,12,16,7,8209
1979,12,17,1,10273
1979,12,18,2,10592
1979,12,19,3,10257
1979,12,20,4,10022
1979,12,21,5,9963
1979,12,22,6,8536
1979,12,23,7,8104
1979,12,24,1,8490
1979,12,25,2,7968
1979,12,26,3,9231
1979,12,27,4,10504
1979,12,28,5,10961
1979,12,29,6,8990
1979,12,30,7,8250
1979,12,31,1,9782
1980,1,1,2,8232
1980,1,2,3,9011
1980,1,3,4,9902
1980,1,4,5,9939
1980,1,5,6,8691
1980,1,6,7,8213
1980,1,7,1,9833
1980,1,8,2,9822
1980,1,9,3,9564
1980,1,10,4,9759
1980,1,11,5,10234
1980,1,12,6,8613
1980,1,13,7,8291
1980,1,14,1,10101
1980,1,15,2,9972
1980,1,16,3,9660
1980,1,17,4,9812
1980,1,18,5,10180
1980,1,19,6,8730
1980,1,20,7,8457
1980,1,21,1,9675
1980,1,22,2,10076
1980,1,23,3,9593
1980,1,24,4,9908
1980,1,25,5,10067
1980,1,26,6,8730
1980,1,27,7,8258
1980,1,28,1,9880
1980,1,29,2,9868
1980,1,30,3,9677
1980,1,31,4,9739
1980,2,1,5,9996
1980,2,2,6,8798
1980,2,3,7,8285
1980,2,4,1,9816
1980,2,5,2,10251
1980,2,6,3,9907
1980,2,7,4,10108
1980,2,8,5,10001
1980,2,9,6,8772
1980,2,10,7,8354
1980,2,11,1,10154
1980,2,12,2,10252
1980,2,13,3,9790
1980,2,14,4,10432
1980,2,15,5,10201
1980,2,16,6,8918
1980,2,17,7,8571
1980,2,18,1,9716
1980,2,19,2,10175
1980,2,20,3,10093
1980,2,21,4,10156
1980,2,22,5,10268
1980,2,23,6,8956
1980,2,24,7,8604
1980,2,25,1,10032
1980,2,26,2,10177
1980,2,27,3,9783
1980,2,28,4,10211
1980,2,29,5,9615
1980,3,1,6,8610
1980,3,2,7,8339
1980,3,3,1,10053
1980,3,4,2,10113
1980,3,5,3,9978
1980,3,6,4,10067
1980,3,7,5,10043
1980,3,8,6,8883
1980,3,9,7,8440
1980,3,10,1,9922
1980,3,11,2,10234
1980,3,12,3,10075
1980,3,13,4,9770
1980,3,14,5,9961
1980,3,15,6,8711
1980,3,16,7,8429
1980,3,17,1,10259
1980,3,18,2,10101
1980,3,19,3,10111
1980,3,20,4,9799
1980,3,21,5,10356
1980,3,22,6,8902
1980,3,23,7,8530
1980,3,24,1,10100
1980,3,25,2,10553
1980,3,26,3,10094
1980,3,27,4,9952
1980,3,28,5,10115
1980,3,29,6,8867
1980,3,30,7,8482
1980,3,31,1,9897
1980,4,1,2,10146
1980,4,2,3,10088
1980,4,3,4,9887
1980,4,4,5,10033
1980,4,5,6,8476
1980,4,6,7,8413
1980,4,7,1,9863
1980,4,8,2,10323
1980,4,9,3,9957
1980,4,10,4,9943
1980,4,11,5,9945
1980,4,12,6,8544
1980,4,13,7,8281
1980,4,14,1,9821
1980,4,15,2,10141
1980,4,16,3,10130
1980,4,17,4,9751
1980,4,18,5,9961
1980,4,19,6,8642
1980,4,20,7,8460
1980,4,21,1,10004
1980,4,22,2,10344
1980,4,23,3,9985
1980,4,24,4,9870
1980,4,25,5,10007
1980,4,26,6,8410
1980,4,27,7,7856
1980,4,28,1,9926
1980,4,29,2,10155
1980,4,30,3,9832
1980,5,1,4,10131
1980,5,2,5,9991
1980,5,3,6,8659
1980,5,4,7,8086
1980,5,5,1,9951
1980,5,6,2,10199
1980,5,7,3,9524
1980,5,8,4,9418
1980,5,9,5,9766
1980,5,10,6,8431
1980,5,11,7,8312
1980,5,12,1,9922
1980,5,13,2,9967
1980,5,14,3,9717
1980,5,15,4,9832
1980,5,16,5,9842
1980,5,17,6,8385
1980,5,18,7,8323
1980,5,19,1,9984
1980,5,20,2,10571
1980,5,21,3,9682
1980,5,22,4,10109
1980,5,23,5,10258
1980,5,24,6,8659
1980,5,25,7,8462
1980,5,26,1,8644
1980,5,27,2,10149
1980,5,28,3,10198
1980,5,29,4,10189
1980,5,30,5,10182
1980,5,31,6,8574
1980,6,1,7,8454
1980,6,2,1,9933
1980,6,3,2,10258
1980,6,4,3,10010
1980,6,5,4,9978
1980,6,6,5,10222
1980,6,7,6,8816
1980,6,8,7,8183
1980,6,9,1,9666
1980,6,10,2,10340
1980,6,11,3,10042
1980,6,12,4,9966
1980,6,13,5,9887
1980,6,14,6,8715
1980,6,15,7,8674
1980,6,16,1,10249
1980,6,17,2,10209
1980,6,18,3,10336
1980,6,19,4,10240
1980,6,20,5,10326
1980,6,21,6,8812
1980,6,22,7,8733
1980,6,23,1,10492
1980,6,24,2,10859
1980,6,25,3,10550
1980,6,26,4,10621
1980,6,27,5,10688
1980,6,28,6,9011
1980,6,29,7,8820
1980,6,30,1,10371
1980,7,1,2,10921
1980,7,2,3,10914
1980,7,3,4,10694
1980,7,4,5,9203
1980,7,5,6,9228
1980,7,6,7,8917
1980,7,7,1,10484
1980,7,8,2,11290
1980,7,9,3,10800
1980,7,10,4,10768
1980,7,11,5,11078
1980,7,12,6,9270
1980,7,13,7,8943
1980,7,14,1,10613
1980,7,15,2,11095
1980,7,16,3,11065
1980,7,17,4,11062
1980,7,18,5,10696
1980,7,19,6,9191
1980,7,20,7,9129
1980,7,21,1,10853
1980,7,22,2,11067
1980,7,23,3,10616
1980,7,24,4,10615
1980,7,25,5,10785
1980,7,26,6,9429
1980,7,27,7,9139
1980,7,28,1,10926
1980,7,29,2,11461
1980,7,30,3,11126
1980,7,31,4,10975
1980,8,1,5,11006
1980,8,2,6,9585
1980,8,3,7,9176
1980,8,4,1,10783
1980,8,5,2,11194
1980,8,6,3,10785
1980,8,7,4,11044
1980,8,8,5,11492
1980,8,9,6,9466
1980,8,10,7,9145
1980,8,11,1,11026
1980,8,12,2,11371
1980,8,13,3,10923
1980,8,14,4,10756
1980,8,15,5,10897
1980,8,16,6,9361
1980,8,17,7,9001
1980,8,18,1,10933
1980,8,19,2,11193
1980,8,20,3,10942
1980,8,21,4,10811
1980,8,22,5,10779
1980,8,23,6,9271
1980,8,24,7,9103
1980,8,25,1,10910
1980,8,26,2,11151
1980,8,27,3,11005
1980,8,28,4,11007
1980,8,29,5,10925
1980,8,30,6,9510
1980,8,31,7,9092
1980,9,1,1,9129
1980,9,2,2,11057
1980,9,3,3,11174
1980,9,4,4,11039
1980,9,5,5,11013
1980,9,6,6,9545
1980,9,7,7,9287
1980,9,8,1,10900
1980,9,9,2,11019
1980,9,10,3,11003
1980,9,11,4,10796
1980,9,12,5,11198
1980,9,13,6,9673
1980,9,14,7,9499
1980,9,15,1,11424
1980,9,16,2,11414
1980,9,17,3,11292
1980,9,18,4,11317
1980,9,19,5,11326
1980,9,20,6,9967
1980,9,21,7,9773
1980,9,22,1,11613
1980,9,23,2,11722
1980,9,24,3,11333
1980,9,25,4,10977
1980,9,26,5,11163
1980,9,27,6,9754
1980,9,28,7,9263
1980,9,29,1,11099
1980,9,30,2,11301
1980,10,1,3,11104
1980,10,2,4,10929
1980,10,3,5,11048
1980,10,4,6,9352
1980,10,5,7,9013
1980,10,6,1,10539
1980,10,7,2,10602
1980,10,8,3,10827
1980,10,9,4,10684
1980,10,10,5,10754
1980,10,11,6,8984
1980,10,12,7,8674
1980,10,13,1,10093
1980,10,14,2,10612
1980,10,15,3,10580
1980,10,16,4,10232
1980,10,17,5,10328
1980,10,18,6,8970
1980,10,19,7,8669
1980,10,20,1,10289
1980,10,21,2,10373
1980,10,22,3,10089
1980,10,23,4,10051
1980,10,24,5,10380
1980,10,25,6,8870
1980,10,26,7,9159
1980,10,27,1,10100
1980,10,28,2,10327
1980,10,29,3,10081
1980,10,30,4,9982
1980,10,31,5,10101
1980,11,1,6,8851
1980,11,2,7,8641
1980,11,3,1,10289
1980,11,4,2,10465
1980,11,5,3,10373
1980,11,6,4,10128
1980,11,7,5,10517
1980,11,8,6,8906
1980,11,9,7,8745
1980,11,10,1,10249
1980,11,11,2,10326
1980,11,12,3,10059
1980,11,13,4,9930
1980,11,14,5,10413
1980,11,15,6,8829
1980,11,16,7,8563
1980,11,17,1,10175
1980,11,18,2,10500
1980,11,19,3,10180
1980,11,20,4,9977
1980,11,21,5,10243
1980,11,22,6,8680
1980,11,23,7,8443
1980,11,24,1,10447
1980,11,25,2,10496
1980,11,26,3,10236
1980,11,27,4,8134
1980,11,28,5,9649
1980,11,29,6,8821
1980,11,30,7,8830
1980,12,1,1,10225
1980,12,2,2,10711
1980,12,3,3,10105
1980,12,4,4,9925
1980,12,5,5,10288
1980,12,6,6,8659
1980,12,7,7,8513
1980,12,8,1,10368
1980,12,9,2,10322
1980,12,10,3,10120
1980,12,11,4,9998
1980,12,12,5,10039
1980,12,13,6,8758
1980,12,14,7,8523
1980,12,15,1,10508
1980,12,16,2,10772
1980,12,17,3,10524
1980,12,18,4,10580
1980,12,19,5,10662
1980,12,20,6,8526
1980,12,21,7,8289
1980,12,22,1,10035
1980,12,23,2,10118
1980,12,24,3,8979
1980,12,25,4,7979
1980,12,26,5,9313
1980,12,27,6,8748
1980,12,28,7,8576
1980,12,29,1,10881
1980,12,30,2,11603
1980,12,31,3,10947
1981,1,1,4,8299
1981,1,2,5,9045
1981,1,3,6,8458
1981,1,4,7,8295
1981,1,5,1,9614
1981,1,6,2,10128
1981,1,7,3,10140
1981,1,8,4,9423
1981,1,9,5,9702
1981,1,10,6,8449
1981,1,11,7,8276
1981,1,12,1,9900
1981,1,13,2,10163
1981,1,14,3,10419
1981,1,15,4,10157
1981,1,16,5,10164
1981,1,17,6,8601
1981,1,18,7,8402
1981,1,19,1,10368
1981,1,20,2,10455
1981,1,21,3,10166
1981,1,22,4,10003
1981,1,23,5,10123
1981,1,24,6,8825
1981,1,25,7,8369
1981,1,26,1,10213
1981,1,27,2,10346
1981,1,28,3,10145
1981,1,29,4,9874
1981,1,30,5,10106
1981,1,31,6,8457
1981,2,1,7,8474
1981,2,2,1,10285
1981,2,3,2,10231
1981,2,4,3,10083
1981,2,5,4,9985
1981,2,6,5,10099
1981,2,7,6,8563
1981,2,8,7,8611
1981,2,9,1,10313
1981,2,10,2,10355
1981,2,11,3,10112
1981,2,12,4,10332
1981,2,13,5,9670
1981,2,14,6,9114
1981,2,15,7,8538
1981,2,16,1,9796
1981,2,17,2,10409
1981,2,18,3,10313
1981,2,19,4,10337
1981,2,20,5,10368
1981,2,21,6,8975
1981,2,22,7,8657
1981,2,23,1,10157
1981,2,24,2,10423
1981,2,25,3,10270
1981,2,26,4,10054
1981,2,27,5,10226
1981,2,28,6,8892
1981,3,1,7,8534
1981,3,2,1,10130
1981,3,3,2,10471
1981,3,4,3,10277
1981,3,5,4,10168
1981,3,6,5,10134
1981,3,7,6,8697
1981,3,8,7,8369
1981,3,9,1,9912
1981,3,10,2,10348
1981,3,11,3,10184
1981,3,12,4,10137
1981,3,13,5,9961
1981,3,14,6,8937
1981,3,15,7,8338
1981,3,16,1,10269
1981,3,17,2,10731
1981,3,18,3,10129
1981,3,19,4,10030
1981,3,20,5,10184
1981,3,21,6,8773
1981,3,22,7,8458
1981,3,23,1,10040
1981,3,24,2,10453
1981,3,25,3,10090
1981,3,26,4,10193
1981,3,27,5,10454
1981,3,28,6,8835
1981,3,29,7,8532
1981,3,30,1,10063
1981,3,31,2,10327
1981,4,1,3,9860
1981,4,2,4,10004
1981,4,3,5,10151
1981,4,4,6,8888
1981,4,5,7,8378
1981,4,6,1,9988
1981,4,7,2,10356
1981,4,8,3,10034
1981,4,9,4,10052
1981,4,10,5,10115
1981,4,11,6,8702
1981,4,12,7,8338
1981,4,13,1,9736
1981,4,14,2,10277
1981,4,15,3,9966
1981,4,16,4,9634
1981,4,17,5,9593
1981,4,18,6,8349
1981,4,19,7,8122
1981,4,20,1,9558
1981,4,21,2,10155
1981,4,22,3,9992
1981,4,23,4,10078
1981,4,24,5,9921
1981,4,25,6,8431
1981,4,26,7,7756
1981,4,27,1,9657
1981,4,28,2,10242
1981,4,29,3,9959
1981,4,30,4,9675
1981,5,1,5,10047
1981,5,2,6,8329
1981,5,3,7,8115
1981,5,4,1,9755
1981,5,5,2,10383
1981,5,6,3,9884
1981,5,7,4,9906
1981,5,8,5,10086
1981,5,9,6,8354
1981,5,10,7,8504
1981,5,11,1,9942
1981,5,12,2,10076
1981,5,13,3,9895
1981,5,14,4,10145
1981,5,15,5,10195
1981,5,16,6,8518
1981,5,17,7,8194
1981,5,18,1,10159
1981,5,19,2,10309
1981,5,20,3,10086
1981,5,21,4,10182
1981,5,22,5,10424
1981,5,23,6,8760
1981,5,24,7,8344
1981,5,25,1,8843
1981,5,26,2,10471
1981,5,27,3,10674
1981,5,28,4,10400
1981,5,29,5,10411
1981,5,30,6,8852
1981,5,31,7,8598
1981,6,1,1,10077
1981,6,2,2,10355
1981,6,3,3,10195
1981,6,4,4,10208
1981,6,5,5,10366
1981,6,6,6,8965
1981,6,7,7,8638
1981,6,8,1,10206
1981,6,9,2,10569
1981,6,10,3,10379
1981,6,11,4,10131
1981,6,12,5,10162
1981,6,13,6,8853
1981,6,14,7,8484
1981,6,15,1,10182
1981,6,16,2,10749
1981,6,17,3,10414
1981,6,18,4,10072
1981,6,19,5,10522
1981,6,20,6,9012
1981,6,21,7,8713
1981,6,22,1,10597
1981,6,23,2,10540
1981,6,24,3,10325
1981,6,25,4,10377
1981,6,26,5,10524
1981,6,27,6,8649
1981,6,28,7,8599
1981,6,29,1,10502
1981,6,30,2,11057
1981,7,1,3,10679
1981,7,2,4,10657
1981,7,3,5,9717
1981,7,4,6,8935
1981,7,5,7,8875
1981,7,6,1,10602
1981,7,7,2,11498
1981,7,8,3,11205
1981,7,9,4,11146
1981,7,10,5,11364
1981,7,11,6,9452
1981,7,12,7,8997
1981,7,13,1,10618
1981,7,14,2,11577
1981,7,15,3,11108
1981,7,16,4,10942
1981,7,17,5,11126
1981,7,18,6,9333
1981,7,19,7,8993
1981,7,20,1,11111
1981,7,21,2,11313
1981,7,22,3,11064
1981,7,23,4,10965
1981,7,24,5,11010
1981,7,25,6,9430
1981,7,26,7,9254
1981,7,27,1,10893
1981,7,28,2,11479
1981,7,29,3,11211
1981,7,30,4,11000
1981,7,31,5,11211
1981,8,1,6,9733
1981,8,2,7,9276
1981,8,3,1,11152
1981,8,4,2,11697
1981,8,5,3,11438
1981,8,6,4,11153
1981,8,7,5,11256
1981,8,8,6,9803
1981,8,9,7,9360
1981,8,10,1,11052
1981,8,11,2,11242
1981,8,12,3,11357
1981,8,13,4,11088
1981,8,14,5,11433
1981,8,15,6,9628
1981,8,16,7,9282
1981,8,17,1,11048
1981,8,18,2,11407
1981,8,19,3,11059
1981,8,20,4,10956
1981,8,21,5,11091
1981,8,22,6,9740
1981,8,23,7,9225
1981,8,24,1,11147
1981,8,25,2,11407
1981,8,26,3,11198
1981,8,27,4,11059
1981,8,28,5,11260
1981,8,29,6,9667
1981,8,30,7,9261
1981,8,31,1,11050
1981,9,1,2,11156
1981,9,2,3,10922
1981,9,3,4,10894
1981,9,4,5,11180
1981,9,5,6,9354
1981,9,6,7,9095
1981,9,7,1,9213
1981,9,8,2,11071
1981,9,9,3,11356
1981,9,10,4,11245
1981,9,11,5,11471
1981,9,12,6,9561
1981,9,13,7,9396
1981,9,14,1,11377
1981,9,15,2,11422
1981,9,16,3,11365
1981,9,17,4,11071
1981,9,18,5,11148
1981,9,19,6,9609
1981,9,20,7,9532
1981,9,21,1,11262
1981,9,22,2,11488
1981,9,23,3,11281
1981,9,24,4,11201
1981,9,25,5,11460
1981,9,26,6,9703
1981,9,27,7,9337
1981,9,28,1,11341
1981,9,29,2,11074
1981,9,30,3,10992
1981,10,1,4,10881
1981,10,2,5,11018
